Source,Target,Weight,Type
MX,YM,23,undirected
MY,NI,386,undirected
MY,NL,127,undirected
MY,NO,64,undirected
MY,NP,33,undirected
MY,NZ,153,undirected
MY,OS,59,undirected
MY,PE,63,undirected
MY,PF,17,undirected
MY,PG,182,undirected
MY,PK,389,undirected
MY,PL,46,undirected
MY,PM,63,undirected
MY,PO,35,undirected
MY,PP,41,undirected
MY,QA,94,undirected
MY,RO,36,undirected
MY,RP,2453,undirected
MY,RS,256,undirected
MY,SA,239,undirected
MY,SF,129,undirected
MY,SN,2913,undirected
MY,SO,20,undirected
MY,SP,110,undirected
MY,SU,86,undirected
MY,SW,84,undirected
MY,SY,129,undirected
MY,SZ,311,undirected
MY,TH,1169,undirected
MY,TT,55,undirected
MY,TU,160,undirected
MY,TW,401,undirected
MY,TZ,18,undirected
MY,UG,43,undirected
MY,UK,1636,undirected
MY,UP,74,undirected
MY,US,3472,undirected
MY,VE,57,undirected
MY,VM,874,undirected
MY,VT,22,undirected
MY,ZI,164,undirected
MZ,NI,50,undirected
MZ,NL,16,undirected
MZ,PO,81,undirected
MZ,RS,44,undirected
MZ,RW,119,undirected
MZ,SF,679,undirected
MZ,TZ,101,undirected
MZ,UG,52,undirected
MZ,UK,140,undirected
MZ,US,213,undirected
MZ,WA,599,undirected
MZ,WZ,45,undirected
MZ,ZA,171,undirected
MZ,ZI,121,undirected
NC,US,48,undirected
NE,NZ,44,undirected
NE,TN,59,undirected
NG,NI,4899,undirected
NG,OD,47,undirected
NG,OS,29,undirected
NG,RS,28,undirected
NG,SA,20,undirected
NG,SF,110,undirected
NG,SG,40,undirected
NG,SL,29,undirected
NG,SO,45,undirected
NG,SU,32,undirected
NG,SY,31,undirected
NG,TO,20,undirected
NG,TU,57,undirected
NG,TZ,39,undirected
NG,UK,87,undirected
NG,US,190,undirected
NG,UV,77,undirected
NG,YM,18,undirected
NH,NZ,60,undirected
NH,PP,39,undirected
NH,RP,21,undirected
NH,US,50,undirected
NI,NL,983,undirected
NI,NO,109,undirected
NI,NP,16,undirected
NI,NZ,71,undirected
NI,OD,112,undirected
NI,OS,100,undirected
NI,PA,40,undirected
NI,PE,36,undirected
NI,PK,362,undirected
NI,PL,333,undirected
NI,PM,39,undirected
NI,PO,325,undirected
NI,PP,107,undirected
NI,PU,88,undirected
NI,QA,429,undirected
NI,RB,16,undirected
NI,RO,26,undirected
NI,RP,213,undirected
NI,RS,749,undirected
NI,RW,139,undirected
NI,SA,873,undirected
NI,SE,27,undirected
NI,SF,2990,undirected
NI,SG,223,undirected
NI,SL,268,undirected
NI,SN,87,undirected
NI,SO,187,undirected
NI,SP,873,undirected
NI,SU,1074,undirected
NI,SW,178,undirected
NI,SY,275,undirected
NI,SZ,283,undirected
NI,TD,67,undirected
NI,TH,113,undirected
NI,TO,55,undirected
NI,TS,57,undirected
NI,TU,415,undirected
NI,TW,37,undirected
NI,TZ,213,undirected
NI,UG,543,undirected
NI,UK,3083,undirected
NI,UP,94,undirected
NI,US,7388,undirected
NI,UV,69,undirected
NI,UY,27,undirected
NI,UZ,89,undirected
NI,VE,679,undirected
NI,VM,90,undirected
NI,WA,125,undirected
NI,WE,22,undirected
NI,YM,88,undirected
NI,ZA,93,undirected
NI,ZI,340,undirected
NL,NO,254,undirected
NL,NP,101,undirected
NL,NZ,157,undirected
NL,OD,63,undirected
NL,OS,51,undirected
NL,PA,35,undirected
NL,PE,46,undirected
NL,PK,201,undirected
NL,PL,297,undirected
NL,PM,46,undirected
NL,PO,388,undirected
NL,PP,16,undirected
NL,QA,66,undirected
NL,RB,39,undirected
NL,RI,39,undirected
NL,RO,193,undirected
NL,RP,224,undirected
NL,RQ,28,undirected
NL,RS,586,undirected
NL,SA,75,undirected
NL,SF,900,undirected
NL,SI,46,undirected
NL,SN,165,undirected
NL,SO,24,undirected
NL,SP,988,undirected
NL,SU,80,undirected
NL,SW,623,undirected
NL,SY,92,undirected
NL,SZ,1455,undirected
NL,TD,64,undirected
NL,TH,203,undirected
NL,TS,20,undirected
NL,TU,295,undirected
NL,TW,43,undirected
NL,TZ,38,undirected
NL,UG,73,undirected
NL,UK,4850,undirected
NL,UP,310,undirected
NL,US,11047,undirected
NL,UY,42,undirected
NL,UZ,95,undirected
NL,VE,102,undirected
NL,VM,116,undirected
NL,WA,17,undirected
NL,YM,22,undirected
NL,ZI,18,undirected
NO,NP,16,undirected
NO,NZ,211,undirected
NO,OS,258,undirected
NO,PE,30,undirected
NO,PK,94,undirected
NO,PL,407,undirected
NO,PM,43,undirected
NO,PO,155,undirected
NO,QA,51,undirected
NO,RI,38,undirected
NO,RO,84,undirected
NO,RP,129,undirected
NO,RS,695,undirected
NO,SA,95,undirected
NO,SF,169,undirected
NO,SI,60,undirected
NO,SN,153,undirected
NO,SO,31,undirected
NO,SP,257,undirected
NO,SU,44,undirected
NO,SV,42,undirected
NO,SW,576,undirected
NO,SY,203,undirected
NO,SZ,263,undirected
NO,TH,55,undirected
NO,TS,16,undirected
NO,TU,148,undirected
NO,TZ,22,undirected
NO,UG,20,undirected
NO,UK,1751,undirected
NO,UP,357,undirected
NO,US,9870,undirected
NO,UZ,25,undirected
NO,VE,100,undirected
NO,VM,44,undirected
NO,WA,28,undirected
NO,WE,95,undirected
NO,YM,33,undirected
NP,NZ,16,undirected
NP,PK,435,undirected
NP,QA,47,undirected
NP,RP,37,undirected
NP,RS,60,undirected
NP,RW,26,undirected
NP,SA,37,undirected
NP,SF,166,undirected
NP,SL,19,undirected
NP,SN,20,undirected
NP,SY,38,undirected
NP,SZ,154,undirected
NP,TH,114,undirected
NP,TU,51,undirected
NP,UK,230,undirected
NP,US,1289,undirected
NP,VM,58,undirected
NR,PP,84,undirected
NR,TH,34,undirected
NR,UK,43,undirected
NR,US,90,undirected
NS,PE,36,undirected
NS,TD,24,undirected
NS,TU,49,undirected
NS,UK,62,undirected
NS,US,142,undirected
NS,VE,21,undirected
NU,PM,27,undirected
NU,RP,46,undirected
NU,RS,22,undirected
NU,SP,34,undirected
NU,UK,164,undirected
NU,US,739,undirected
NU,UY,40,undirected
NU,VE,194,undirected
NU,WA,17,undirected
NZ,OS,17,undirected
NZ,PE,56,undirected
NZ,PK,349,undirected
NZ,PL,43,undirected
NZ,PM,71,undirected
NZ,PO,62,undirected
NZ,PP,83,undirected
NZ,QA,90,undirected
NZ,RO,35,undirected
NZ,RP,254,undirected
NZ,RQ,18,undirected
NZ,RS,169,undirected
NZ,SA,34,undirected
NZ,SF,527,undirected
NZ,SI,49,undirected
NZ,SN,518,undirected
NZ,SO,22,undirected
NZ,SP,205,undirected
NZ,SW,182,undirected
NZ,SY,178,undirected
NZ,SZ,168,undirected
NZ,TH,159,undirected
NZ,TN,34,undirected
NZ,TU,94,undirected
NZ,TW,192,undirected
NZ,UG,43,undirected
NZ,UK,3392,undirected
NZ,UP,25,undirected
NZ,US,5200,undirected
NZ,UY,25,undirected
NZ,UZ,18,undirected
NZ,VE,40,undirected
NZ,VM,201,undirected
NZ,WE,32,undirected
NZ,WS,65,undirected
NZ,ZI,30,undirected
OC,PK,17,undirected
OC,RP,20,undirected
OC,SA,19,undirected
OC,US,174,undirected
OD,PK,24,undirected
OD,QA,18,undirected
OD,RS,47,undirected
OD,RW,40,undirected
OD,SA,22,undirected
OD,SF,178,undirected
OD,SL,30,undirected
OD,SO,347,undirected
OD,SP,23,undirected
OD,SU,726,undirected
OD,SW,23,undirected
OD,SY,29,undirected
OD,SZ,35,undirected
OD,TU,29,undirected
OD,TZ,64,undirected
OD,UG,274,undirected
OD,UK,67,undirected
OD,US,496,undirected
OD,UZ,22,undirected
OD,YM,16,undirected
OD,ZI,30,undirected
OS,PK,41,undirected
OS,PL,100,undirected
OS,PO,41,undirected
OS,QA,16,undirected
OS,RO,96,undirected
OS,RP,126,undirected
OS,RS,751,undirected
OS,SA,72,undirected
OS,SF,49,undirected
OS,SG,46,undirected
OS,SI,19,undirected
OS,SN,28,undirected
OS,SO,85,undirected
OS,SP,61,undirected
OS,SU,53,undirected
OS,SW,75,undirected
OS,SY,255,undirected
OS,SZ,188,undirected
OS,TH,37,undirected
OS,TS,22,undirected
OS,TU,339,undirected
OS,TW,29,undirected
OS,TX,21,undirected
OS,TZ,20,undirected
OS,UG,21,undirected
OS,UK,1623,undirected
OS,UP,159,undirected
OS,US,4603,undirected
OS,VE,222,undirected
OS,VM,34,undirected
OS,WE,23,undirected
OS,YM,29,undirected
PA,PE,49,undirected
PA,PM,32,undirected
PA,RP,29,undirected
PA,RS,21,undirected
PA,SP,95,undirected
PA,SY,18,undirected
PA,SZ,16,undirected
PA,UK,93,undirected
PA,US,608,undirected
PA,UY,126,undirected
PA,VE,70,undirected
PC,US,52,undirected
PE,PK,23,undirected
PE,PL,28,undirected
PE,PM,64,undirected
PE,PO,54,undirected
PE,RO,16,undirected
PE,RP,275,undirected
PE,RS,69,undirected
PE,SF,58,undirected
PE,SN,49,undirected
PE,SP,142,undirected
PE,SW,20,undirected
PE,SY,20,undirected
PE,SZ,70,undirected
PE,TH,69,undirected
PE,TU,67,undirected
PE,TW,25,undirected
PE,TZ,16,undirected
PE,UK,363,undirected
PE,UP,22,undirected
PE,US,5559,undirected
PE,UY,60,undirected
PE,VE,360,undirected
PE,VM,45,undirected
PF,RP,40,undirected
PF,TW,27,undirected
PF,US,58,undirected
PF,VM,27,undirected
PG,RP,160,undirected
PG,SN,458,undirected
PG,TH,23,undirected
PG,TW,33,undirected
PG,US,168,undirected
PG,VM,127,undirected
PK,PL,200,undirected
PK,PM,518,undirected
PK,PO,70,undirected
PK,PP,16,undirected
PK,QA,390,undirected
PK,RB,17,undirected
PK,RI,36,undirected
PK,RO,38,undirected
PK,RP,227,undirected
PK,RQ,20,undirected
PK,RS,1115,undirected
PK,SA,845,undirected
PK,SF,1585,undirected
PK,SG,17,undirected
PK,SN,241,undirected
PK,SO,254,undirected
PK,SP,384,undirected
PK,SU,107,undirected
PK,SW,499,undirected
PK,SY,908,undirected
PK,SZ,425,undirected
PK,TD,79,undirected
PK,TH,281,undirected
PK,TI,109,undirected
PK,TS,32,undirected
PK,TU,1036,undirected
PK,TW,110,undirected
PK,TX,46,undirected
PK,TZ,43,undirected
PK,UG,70,undirected
PK,UK,5142,undirected
PK,UP,91,undirected
PK,US,9232,undirected
PK,UY,24,undirected
PK,UZ,184,undirected
PK,VE,143,undirected
PK,VM,228,undirected
PK,YM,431,undirected
PK,ZI,143,undirected
PL,PM,17,undirected
PL,PO,132,undirected
PL,QA,42,undirected
PL,RB,32,undirected
PL,RI,36,undirected
PL,RO,479,undirected
PL,RP,89,undirected
PL,RQ,21,undirected
PL,RS,2197,undirected
PL,SA,76,undirected
PL,SF,157,undirected
PL,SI,65,undirected
PL,SN,72,undirected
PL,SP,677,undirected
PL,SU,25,undirected
PL,SW,332,undirected
PL,SY,301,undirected
PL,SZ,424,undirected
PL,TH,95,undirected
PL,TS,24,undirected
PL,TU,324,undirected
PL,TW,111,undirected
PL,TX,18,undirected
PL,UG,25,undirected
PL,UK,2250,undirected
PL,UP,716,undirected
PL,US,11737,undirected
PL,UY,20,undirected
PL,VE,80,undirected
PL,VM,79,undirected
PL,VT,29,undirected
PL,ZI,47,undirected
PM,PO,24,undirected
PM,PP,32,undirected
PM,RO,83,undirected
PM,RP,89,undirected
PM,RS,112,undirected
PM,SA,21,undirected
PM,SF,248,undirected
PM,SN,163,undirected
PM,SP,421,undirected
PM,SW,17,undirected
PM,SY,24,undirected
PM,SZ,88,undirected
PM,TD,26,undirected
PM,TH,38,undirected
PM,TU,69,undirected
PM,TW,53,undirected
PM,UK,433,undirected
PM,UP,35,undirected
PM,US,7314,undirected
PM,UY,64,undirected
PM,VE,102,undirected
PM,VM,41,undirected
PM,WS,22,undirected
PM,ZA,48,undirected
PO,QA,28,undirected
PO,RB,22,undirected
PO,RI,34,undirected
PO,RO,80,undirected
PO,RP,53,undirected
PO,RS,512,undirected
PO,SA,123,undirected
PO,SE,16,undirected
PO,SF,108,undirected
PO,SI,30,undirected
PO,SN,69,undirected
PO,SO,31,undirected
PO,SP,1708,undirected
PO,SU,85,undirected
PO,SW,262,undirected
PO,SY,139,undirected
PO,SZ,213,undirected
PO,TH,44,undirected
PO,TU,299,undirected
PO,TW,23,undirected
PO,TZ,20,undirected
PO,UG,43,undirected
PO,UK,1548,undirected
PO,UP,76,undirected
PO,US,36237,undirected
PO,UY,45,undirected
PO,UZ,19,undirected
PO,VE,60,undirected
PO,VM,61,undirected
PO,WA,30,undirected
PO,ZI,18,undirected
PP,RP,128,undirected
PP,RS,16,undirected
PP,SF,34,undirected
PP,SN,59,undirected
PP,SO,56,undirected
PP,SP,47,undirected
PP,SZ,34,undirected
PP,UK,236,undirected
PP,US,280,undirected
PP,WS,47,undirected
PP,ZI,378,undirected
PS,US,73,undirected
PU,SG,16,undirected
PU,UK,22,undirected
PU,ZA,19,undirected
QA,RP,106,undirected
QA,RS,371,undirected
QA,SA,1148,undirected
QA,SF,159,undirected
QA,SN,160,undirected
QA,SO,19,undirected
QA,SP,88,undirected
QA,SU,77,undirected
QA,SW,66,undirected
QA,SY,226,undirected
QA,SZ,148,undirected
QA,TH,45,undirected
QA,TO,17,undirected
QA,TS,125,undirected
QA,TU,287,undirected
QA,TZ,17,undirected
QA,UG,26,undirected
QA,UK,697,undirected
QA,UP,29,undirected
QA,US,1724,undirected
QA,UZ,58,undirected
QA,VE,302,undirected
QA,VM,27,undirected
QA,WA,45,undirected
QA,YM,145,undirected
RB,RI,460,undirected
RB,RO,38,undirected
RB,RP,24,undirected
RB,RS,73,undirected
RB,SI,23,undirected
RB,SP,145,undirected
RB,SY,34,undirected
RB,SZ,67,undirected
RB,TU,79,undirected
RB,UK,189,undirected
RB,UP,47,undirected
RB,US,1376,undirected
RE,RS,18,undirected
RE,SF,55,undirected
RE,UK,87,undirected
RE,US,1066,undirected
RI,RO,167,undirected
RI,RS,155,undirected
RI,SF,25,undirected
RI,SI,54,undirected
RI,SP,216,undirected
RI,SW,33,undirected
RI,SY,48,undirected
RI,SZ,55,undirected
RI,TU,113,undirected
RI,UK,140,undirected
RI,UP,44,undirected
RI,US,554,undirected
RM,UK,35,undirected
RM,US,282,undirected
RN,US,20,undirected
RO,RP,46,undirected
RO,RS,443,undirected
RO,SF,84,undirected
RO,SI,35,undirected
RO,SN,38,undirected
RO,SP,336,undirected
RO,SW,74,undirected
RO,SY,57,undirected
RO,SZ,249,undirected
RO,TH,30,undirected
RO,TU,194,undirected
RO,UK,1094,undirected
RO,UP,639,undirected
RO,US,2748,undirected
RO,UZ,26,undirected
RO,VE,53,undirected
RO,VM,34,undirected
RP,RQ,18,undirected
RP,RS,319,undirected
RP,SA,277,undirected
RP,SF,262,undirected
RP,SI,19,undirected
RP,SL,23,undirected
RP,SN,881,undirected
RP,SO,77,undirected
RP,SP,454,undirected
RP,SU,17,undirected
RP,SW,80,undirected
RP,SY,163,undirected
RP,SZ,155,undirected
RP,TD,17,undirected
RP,TH,1194,undirected
RP,TS,18,undirected
RP,TT,19,undirected
RP,TU,199,undirected
RP,TW,825,undirected
RP,UG,49,undirected
RP,UK,1196,undirected
RP,UP,71,undirected
RP,US,8585,undirected
RP,UY,45,undirected
RP,UZ,23,undirected
RP,VE,295,undirected
RP,VM,962,undirected
RP,VT,48,undirected
RP,WA,22,undirected
RP,YM,37,undirected
RP,ZI,40,undirected
RQ,RS,32,undirected
RQ,SP,77,undirected
RQ,TU,21,undirected
RQ,UG,20,undirected
RQ,UK,85,undirected
RQ,US,12642,undirected
RQ,VE,31,undirected
RQ,VQ,28,undirected
RS,RW,32,undirected
RS,SA,944,undirected
RS,SF,1109,undirected
RS,SG,316,undirected
RS,SI,32,undirected
RS,SL,30,undirected
RS,SN,182,undirected
RS,SO,63,undirected
RS,SP,984,undirected
RS,SU,127,undirected
RS,SW,681,undirected
RS,SY,6373,undirected
RS,SZ,1029,undirected
RS,TD,76,undirected
RS,TH,376,undirected
RS,TI,102,undirected
RS,TO,21,undirected
RS,TS,77,undirected
RS,TU,3791,undirected
RS,TW,376,undirected
RS,TX,91,undirected
RS,TZ,72,undirected
RS,UG,102,undirected
RS,UK,6437,undirected
RS,UP,6199,undirected
RS,US,33409,undirected
RS,UY,45,undirected
RS,UZ,130,undirected
RS,VE,476,undirected
RS,VM,482,undirected
RS,WA,83,undirected
RS,WE,74,undirected
RS,YM,169,undirected
RS,ZA,73,undirected
RS,ZI,36,undirected
RW,SE,19,undirected
RW,SF,161,undirected
RW,SG,92,undirected
RW,SL,19,undirected
RW,SO,41,undirected
RW,SP,34,undirected
RW,SU,28,undirected
RW,SY,22,undirected
RW,SZ,33,undirected
RW,TU,58,undirected
RW,TZ,227,undirected
RW,UG,299,undirected
RW,UK,97,undirected
RW,US,563,undirected
RW,WZ,23,undirected
RW,ZA,63,undirected
RW,ZI,38,undirected
SA,SF,89,undirected
SA,SG,33,undirected
SA,SL,46,undirected
SA,SN,211,undirected
SA,SO,140,undirected
SA,SP,160,undirected
SA,SU,206,undirected
SA,SW,270,undirected
SA,SY,1533,undirected
SA,SZ,274,undirected
SA,TH,100,undirected
SA,TS,136,undirected
SA,TT,100,undirected
SA,TU,563,undirected
SA,TW,28,undirected
SA,TX,21,undirected
SA,TZ,29,undirected
SA,UG,53,undirected
SA,UK,1516,undirected
SA,UP,67,undirected
SA,US,5150,undirected
SA,UZ,27,undirected
SA,VE,590,undirected
SA,VM,74,undirected
SA,WE,79,undirected
SA,YM,963,undirected
SC,TW,25,undirected
SC,US,23,undirected
SE,SF,82,undirected
SE,SG,16,undirected
SE,TZ,19,undirected
SE,UK,21,undirected
SE,US,106,undirected
SF,SG,588,undirected
SF,SI,43,undirected
SF,SL,266,undirected
SF,SN,434,undirected
SF,SO,325,undirected
SF,SP,651,undirected
SF,SU,460,undirected
SF,SW,730,undirected
SF,SY,104,undirected
SF,SZ,777,undirected
SF,TD,376,undirected
SF,TH,517,undirected
SF,TO,152,undirected
SF,TS,145,undirected
SF,TU,520,undirected
SF,TW,68,undirected
SF,TZ,502,undirected
SF,UG,462,undirected
SF,UK,7006,undirected
SF,UP,99,undirected
SF,US,13001,undirected
SF,UV,48,undirected
SF,UY,54,undirected
SF,UZ,334,undirected
SF,VE,128,undirected
SF,VM,95,undirected
SF,WA,1653,undirected
SF,WE,130,undirected
SF,WI,33,undirected
SF,WZ,169,undirected
SF,YM,20,undirected
SF,ZA,1078,undirected
SF,ZI,1051,undirected
SG,SL,34,undirected
SG,SO,44,undirected
SG,SP,49,undirected
SG,SU,33,undirected
SG,SY,29,undirected
SG,SZ,25,undirected
SG,TO,40,undirected
SG,TS,68,undirected
SG,TU,50,undirected
SG,TZ,31,undirected
SG,UG,156,undirected
SG,UK,131,undirected
SG,US,502,undirected
SG,UV,55,undirected
SG,VM,25,undirected
SG,WA,72,undirected
SG,ZA,18,undirected
SG,ZI,47,undirected
SI,SN,48,undirected
SI,SP,98,undirected
SI,SW,142,undirected
SI,SZ,42,undirected
SI,TU,53,undirected
SI,UK,205,undirected
SI,US,334,undirected
SL,SO,51,undirected
SL,SP,22,undirected
SL,SU,94,undirected
SL,SZ,83,undirected
SL,TU,28,undirected
SL,UG,24,undirected
SL,UK,193,undirected
SL,US,411,undirected
SL,UV,16,undirected
SM,SP,23,undirected
SM,TU,19,undirected
SM,UK,22,undirected
SM,US,116,undirected
SN,SP,270,undirected
SN,SU,27,undirected
SN,SW,147,undirected
SN,SY,59,undirected
SN,SZ,853,undirected
SN,TH,568,undirected
SN,TU,119,undirected
SN,TW,1161,undirected
SN,TZ,117,undirected
SN,UG,46,undirected
SN,UK,3729,undirected
SN,UP,39,undirected
SN,US,8357,undirected
SN,VE,65,undirected
SN,VI,22,undirected
SN,VM,678,undirected
SN,YM,38,undirected
SN,ZI,25,undirected
SO,SP,55,undirected
SO,SU,130,undirected
SO,SW,41,undirected
SO,SY,362,undirected
SO,SZ,112,undirected
SO,TH,35,undirected
SO,TS,18,undirected
SO,TU,586,undirected
SO,TZ,61,undirected
SO,UG,636,undirected
SO,UK,559,undirected
SO,US,3190,undirected
SO,VM,43,undirected
SO,YM,199,undirected
SO,ZI,25,undirected
SP,SU,53,undirected
SP,SW,573,undirected
SP,SY,271,undirected
SP,SZ,1044,undirected
SP,TD,154,undirected
SP,TH,138,undirected
SP,TS,108,undirected
SP,TU,883,undirected
SP,TW,273,undirected
SP,TZ,40,undirected
SP,UG,78,undirected
SP,UK,5880,undirected
SP,UP,999,undirected
SP,US,25007,undirected
SP,UY,255,undirected
SP,UZ,16,undirected
SP,VE,954,undirected
SP,VM,124,undirected
SP,VT,31,undirected
SP,WE,34,undirected
SP,WI,131,undirected
SP,YM,38,undirected
SP,ZA,16,undirected
SP,ZI,140,undirected
ST,UK,22,undirected
ST,US,105,undirected
SU,SW,216,undirected
SU,SY,139,undirected
SU,SZ,60,undirected
SU,TS,17,undirected
SU,TU,189,undirected
SU,TZ,75,undirected
SU,UG,208,undirected
SU,UK,487,undirected
SU,US,1585,undirected
SU,UV,33,undirected
SU,UZ,17,undirected
SU,YM,61,undirected
SU,ZI,47,undirected
SV,US,51,undirected
SW,SY,683,undirected
SW,SZ,391,undirected
SW,TD,56,undirected
SW,TH,149,undirected
SW,TU,448,undirected
SW,TW,80,undirected
SW,TZ,35,undirected
SW,UG,54,undirected
SW,UK,2039,undirected
SW,UP,146,undirected
SW,US,19787,undirected
SW,UY,19,undirected
SW,UZ,90,undirected
SW,VE,59,undirected
SW,VM,170,undirected
SW,VT,38,undirected
SW,WE,37,undirected
SW,YM,80,undirected
SW,ZI,24,undirected
SY,SZ,1787,undirected
SY,TH,77,undirected
SY,TI,18,undirected
SY,TS,50,undirected
SY,TU,13472,undirected
SY,TW,232,undirected
SY,TX,117,undirected
SY,TZ,16,undirected
SY,UG,88,undirected
SY,UK,3669,undirected
SY,UP,515,undirected
SY,US,18287,undirected
SY,UZ,32,undirected
SY,VE,157,undirected
SY,VM,212,undirected
SY,VT,19,undirected
SY,WE,104,undirected
SY,YM,706,undirected
SY,ZI,18,undirected
SZ,TH,165,undirected
SZ,TS,39,undirected
SZ,TU,856,undirected
SZ,TW,89,undirected
SZ,TZ,51,undirected
SZ,UG,142,undirected
SZ,UK,5864,undirected
SZ,UP,370,undirected
SZ,US,14124,undirected
SZ,UY,33,undirected
SZ,VE,389,undirected
SZ,VI,17,undirected
SZ,VM,94,undirected
SZ,WA,23,undirected
SZ,WE,30,undirected
SZ,YM,50,undirected
SZ,ZI,56,undirected
TD,TH,57,undirected
TD,TU,18,undirected
TD,UK,168,undirected
TD,US,1167,undirected
TD,UZ,57,undirected
TD,VE,187,undirected
TH,TS,29,undirected
TH,TU,151,undirected
TH,TW,161,undirected
TH,TZ,41,undirected
TH,UK,1509,undirected
TH,UP,22,undirected
TH,US,5439,undirected
TH,UY,30,undirected
TH,UZ,77,undirected
TH,VE,29,undirected
TH,VM,694,undirected
TH,WA,80,undirected
TI,TU,21,undirected
TI,TX,31,undirected
TI,UK,28,undirected
TI,UP,17,undirected
TI,US,93,undirected
TI,UZ,17,undirected
TN,UK,36,undirected
TN,US,110,undirected
TN,WS,19,undirected
TN,ZA,96,undirected
TN,ZI,29,undirected
TO,UK,33,undirected
TO,US,206,undirected
TO,UV,29,undirected
TS,TU,115,undirected
TS,UK,195,undirected
TS,UP,36,undirected
TS,US,655,undirected
TS,VM,54,undirected
TS,WA,58,undirected
TS,YM,30,undirected
TT,US,112,undirected
TT,VM,21,undirected
TU,TW,229,undirected
TU,TX,129,undirected
TU,TZ,57,undirected
TU,UG,925,undirected
TU,UK,3180,undirected
TU,UP,496,undirected
TU,US,14138,undirected
TU,UY,21,undirected
TU,UZ,29,undirected
TU,VE,127,undirected
TU,VM,163,undirected
TU,VT,19,undirected
TU,WE,68,undirected
TU,YM,148,undirected
TU,ZA,23,undirected
TU,ZI,34,undirected
TV,UK,34,undirected
TV,US,54,undirected
TW,UK,1197,undirected
TW,UP,74,undirected
TW,US,8648,undirected
TW,VM,446,undirected
TX,UK,18,undirected
TX,US,98,undirected
TX,UZ,16,undirected
TZ,UG,742,undirected
TZ,UK,827,undirected
TZ,UP,17,undirected
TZ,US,773,undirected
TZ,UV,26,undirected
TZ,VM,51,undirected
TZ,WA,31,undirected
TZ,WZ,24,undirected
TZ,YM,19,undirected
TZ,ZA,113,undirected
TZ,ZI,124,undirected
UG,UK,469,undirected
UG,US,1924,undirected
UG,UV,17,undirected
UG,VE,23,undirected
UG,VM,33,undirected
UG,WA,26,undirected
UG,WZ,28,undirected
UG,YM,33,undirected
UG,ZA,96,undirected
UG,ZI,217,undirected
UK,UP,2139,undirected
UK,US,107177,undirected
UK,UV,16,undirected
UK,UY,240,undirected
UK,UZ,170,undirected
UK,VE,1573,undirected
UK,VI,223,undirected
UK,VM,607,undirected
UK,VT,38,undirected
UK,WA,438,undirected
UK,WE,170,undirected
UK,WS,55,undirected
UK,WZ,73,undirected
UK,YM,209,undirected
UK,ZA,163,undirected
UK,ZI,487,undirected
UP,US,3954,undirected
UP,VE,87,undirected
UP,VM,87,undirected
UP,YM,44,undirected
US,UV,69,undirected
US,UY,986,undirected
US,UZ,241,undirected
US,VC,197,undirected
US,VE,11838,undirected
US,VI,313,undirected
US,VM,24162,undirected
US,VQ,781,undirected
US,VT,399,undirected
US,WA,623,undirected
US,WE,1950,undirected
US,WI,137,undirected
US,WS,433,undirected
US,WZ,170,undirected
US,YM,1121,undirected
US,ZA,371,undirected
US,ZI,1634,undirected
UY,VE,217,undirected
UZ,YM,17,undirected
VE,VM,41,undirected
VE,WA,25,undirected
VE,WE,33,undirected
VE,YM,61,undirected
VI,VQ,111,undirected
VM,YM,52,undirected
VM,ZI,16,undirected
WA,WZ,140,undirected
WA,ZA,132,undirected
WA,ZI,224,undirected
WE,YM,23,undirected
WZ,ZA,28,undirected
WZ,ZI,47,undirected
ZA,ZI,281,undirected
